"","Ecode","Authority","Class","...4","1. Council Tax Requirement for billing authority including special expenses, local precepts and Adult Social Care Precept.","...6","2. Parish precepts","...8","3. Council Tax Requirement for billing authority (including special expenses and Adult Social Care precept, but excluding local precepts)","...10","3a. Levies and special levies","...12","4. Tax base (after council tax reduction scheme)","...14","5. Estimated collection rate (%)","...16","6. Tax base adjustment (contributions in lieu of Class O exempt dwellings)","...18","7. Council tax base for council tax setting purposes","...20","8. Average (Band D 2 Adult equivalent) council tax (including Adult Social Care precept and local precepts)","...22","9. Average (Band D 2 Adult equivalent) council tax (including Adult Social Care precept and excluding local precepts)","...24","10. Total Adult Social Care precept","11a. Adult Social Care precept element of the 2019-20 Average (Band D 2 Adult equivalent) council tax (£)","11b. Adult Social Care precept as a percentage of the 2018-19 Average Band D 2 Adult equivalent council tax, excluding local precepts, (maximum 2%)","14. Is the council tax your authority set subject to a referendum?","15. Are one or more precepting authorities in your area holding a referendum?","16. Average council tax of major precepting authorities in the billing authority's area","...31","...32","...33","17. Average (Band D 2 adult equivalent) council tax for area of the billing authority including both local and major precepts.  (Lines 8+ 16(a) + 16(b) + 16(c) +16(d))","18. All parishes that exist in the authority's area in 2019-20 (whether they set a precept or not)","...36","19. Charter Trustees in the authority's area - 2019-20","...38","20. Precepting parishes, Charter Trustees and Temples in the authority's area setting a precept in 2019-20","...40","12. How do you wish to apply the referendum priniciples?","Local authority...42","Taxbase for setting council tax...43","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...44","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...45","Total Adult Social Care precept...46","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...47","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...48","Local authority...49","Taxbase for setting council tax...50","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...51","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...52","Total Adult Social Care precept...53","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...54","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...55","Local authority...56","Taxbase for setting council tax...57","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...58","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...59","Total Adult Social Care precept...60","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...61","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...62","Local authority...63","Taxbase for setting council tax...64","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...65","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...66","Total Adult Social Care precept...67","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...68","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...69","Local authority...70","Taxbase for setting council tax...71","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...72","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...73","Total Adult Social Care precept...74","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...75","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...76","Local authority...77","Taxbase for setting council tax...78","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...79","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...80","Total Adult Social Care precept...81","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...82","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...83"
"405","E7035","Suffolk Police and Crime Commissioner and Chief Constable","PCC",NA,"46702748.219999999","53261185.240000002","-","-","46702748.219999999","53261185.240000002","0","0","-","-","-","-","-","-","247340.05","250334.58","188.82","212.76","188.82","212.76",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"406","E3620","Surrey","SC",NA,"702134458.46000004","728192600","-","-","702134458.46000004","728192600","1098925","1110499","-","-","-","-","-","-","497512.52999999997","500992.5","1411.29","1453.5","1411.29","1453.5",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"407","E7036","Surrey Police and Crime Commissioner and Chief Constable","PCC",NA,"117696539","130543615","-","-","117696539","130543615","0","0","-","-","-","-","-","-","497512.5","500992.5","236.57","260.57","236.57","260.57",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"408","E7053","Sussex Police and Crime Commissioner and Chief Constable","PCC",NA,"102104482","118308461","-","-","102104482","118308461","0","0","-","-","-","-","-","-","615420.9","622971.19999999995","165.91","189.91","165.91","189.91",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"409","E6355","Tees Valley Combined Authority","CA",NA,"0","0","-","-","0","0","0","0","-","-","-","-","-","-","0","0","0","0","0","0",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"410","E7054","Thames Valley Police and Crime Commissioner and Chief Constable","PCC",NA,"162320827","186558099.34","-","-","162320827","186558099.34","0","0","-","-","-","-","-","-","890502.7","904392.57","182.28","206.28","182.28","206.28",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"411","E6145","Tyne and Wear Fire & CD Authority","MF",NA,"22747007","23712192","-","-","22747007","23712192","0","0","-","-","-","-","-","-","284551","288014","79.94","82.33","79.94","82.33",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"412","E3720","Warwickshire","SC",NA,"275300278","296923933","-","-","275300278","296923933","0","0","-","-","-","-","-","-","201880.41","207376.6","1363.68","1431.81","1363.68","1431.81",5655161,"27.27","1.9997360084477296","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"413","E7037","Warwickshire Police and Crime Commissioner and Chief Constable","PCC",NA,"41179520","47277676","-","-","41179520","47277676","0","0","-","-","-","-","-","-","201880.41","207376.63","203.98","227.98","203.98","227.98",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"414","E7055","West Mercia Police and Crime Commissioner and Chief Constable","PCC",NA,"85592787","95426253","-","-","85592787","95426253","0","0","-","-","-","-","-","-","434326.29","440444.94","197.07","216.66","197.07","216.66",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"415","E6146","West Midlands Fire Authority","MF",NA,"41304705","43214920","-","-","41304705","43214920","0","0","-","-","-","-","-","-","701961","713120","58.84","60.6","58.84","60.6",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"416","E7046","West Midlands Police and Crime Commissioner and Chief Constable","PCC",NA,"90238964","108788370","-","-","90238964","108788370","0","0","-","-","-","-","-","-","701960.99","713120.04","128.55000000000001","152.55000000000001","128.55000000000001","152.55000000000001",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"417","E6346","West Midlands Combined Authority","CA",NA,"0","0","-","-","0","0","0","0","-","-","-","-","-","-","0","0","0","0","0","0",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"418","E3820","West Sussex","SC",NA,"431980935","459941143","-","-","431980935","459941143","958800","976000","-","-","-","-","-","-","327809.59999999998","332430.7","1317.78","1383.57","1317.78","1383.57",8761411,"26.36","2.0003338948838199","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"419","E6147","West Yorkshire Fire & CD Authority","MF",NA,"40341193","42157297","-","-","40341193","42157297","0","0","-","-","-","-","-","-","643236","652678.56000000006","62.72","64.59","62.72","64.59",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"420","E7047","West Yorkshire Police and Crime Commissioner and Chief Constable","PCC",NA,"104814929","122017800","-","-","104814929","122017800","0","0","-","-","-","-","-","-","643236.5","652678.56000000006","162.94999999999999","186.95","162.94999999999999","186.95",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"421","E7039","Wiltshire Police and Crime Commissioner and Chief Constable","PCC",NA,"46588947","53742618","-","-","46588947","53742618","0","0","-","-","-","-","-","-","255604.03","260545","182.27","206.27","182.27","206.27",0,"0","0","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"422","E1821","Worcestershire","SC",NA,"251536504","264427826","-","-","251536504","264427826","244208","247501","-","-","-","-","-","-","207473.3","209738.51","1212.3800000000001","1260.75","1212.3800000000001","1260.75",2542031,"12.12","0.99968656691796287","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"423","E5100","Greater London Authority","GLA",NA,"865678414","960569108","-","-","865678414","960569108","0","0","-","-","-","-","-","-","-","-","294.23","320.51","294.23","320.51",0,"-","-","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"424","E5101","Whole of GLA's area",NA,NA,"224306927","235365986","-","-","224306927","235365986","0","0","-","-","-","-","-","-","2947528.6","3002883.2","76.099999999999994","78.38","76.099999999999994","78.38",0,"-","-","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"425","E5102","London Boroughs less CoL",NA,NA,"641371487","725203122","-","-","641371487","725203122","0","0","-","-","-","-","-","-","2940317.6","2995098.2","218.13","242.13","218.13","242.13",0,"-","-","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"427","E6348","Greater Manchester Combined Authority",NA,NA,"177955902","206493475","-","-","177955902","206493475","0","0","-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"428","a","Greater Manchester Combined Authority - Police","PCC",NA,"128040083","148765327","-","-","128040083","148765327","0","0","-","-","-","-","-","-","734596.3","750203.7","174.3","198.3","174.3","198.3",0,"-","-","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"429","b","Greater Manchester Combined Authority - General Functions","CA",NA,"49915819","57728148","-","-","49915819","57728148","0","0","-","-","-","-","-","-","734596.3","750203.7","67.95","76.95","67.95","76.95",0,"-","-","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"431","ILB","Inner London Boroughs (R)",NA,NA,"1036968443","1100448870.6300001","527558","535594","1036440885","1099913276.6300001","95087645.061397061","92041147.869565308","1187787.6236842105","1211196.54999999","96.709016586402569","96.78206646146819","870.47","930.65000000000009","1149568.2","1173151.7","902.05038987682508","938.02776796044384","901.59147147598549","937.57122512800356",10900383.48,"9.2915378974432734","1.03","-","-","-","-","-","-","1256.93","3","3644.7","0","0","3","3644.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"432","OLB","Outer London Boroughs (R)",NA,NA,"2240025391","2374151161.349","0","0","2240025391","2374151161.349","195878132.48000002","165019847.44","1834211.4879999997","1864456.0799999996","97.954449187268438","98.070473185938511","1267.74","1251.3","1797959.5","1829732.2","1245.870883632251","1297.5402418720073","1245.870883632251","1297.5402418720073",30243332.184,"16.528829838596053","1.33","-","-","-","-","-","-","1618.05","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"433","MD","Metropolitan Districts (R)",NA,NA,"4418991793.96","4653619853.0599995","21023438","22038509.399999619","4397968355.96","4631581343.6599998","889218622","905619991.06999993","3155522.9552240404","3204665.6678166846","97.54227884491705","97.684588487284003","108.6","107.80000000000001","3078077.6000000006","3130572.2699999996","1435.6336545771294","1486.507721816625","1428.8036000002078","1479.4679516087326",35313131.24,"11.280088173783001","0.79","-","-","-","-","-","-","1739.28","248","496117.03000000009","0","0","234","495224.80000000005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"434","UA","Unitary Authorities (R)",NA,NA,"5740390442","6320979325.9500008","164406427","191533570.00000095","5575984015","6129445755.9499998","45280970","45395632","3944548","4177821.3560319049","98.5","98.559807830341157","11159.7","12101.999999999998","3896995.1","4129754.6999999988","1473.0299358087466","1530.5943779057877","1430.8419363935047","1484.2154561746734",32820495.83,"7.9473233192276558","0.56000000000000005","-","-","-","-","-","-","1813.86","2647","2419623.7400000002","9","266101.39999999997","2280","2481337.81","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"435","SD","Shire Districts (R)",NA,NA,"1735090996","1768533392.7905617","331671657","340384731.90999985","1403419339","1428148660.8805618","24566883.129999999","27135666.939999998","7851629.5","7792610.275636375","98.6","98.651589750806608","21497.599999999999","20994.829999999994","7764030.5","7708528.7499999963","223.47812724331777","229.42554281717671","180.75912233987231","185.26864297944826",0,"0","0","-","-","-","-","-","-","1826.2","7305","5246202.75","7","97532.44","6342","5273621.3599999994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"437","CA","Combined Authorities",NA,NA,"49915819","65435004","-","-","49915819","65435004","0","0","-","-","-","-","-","-","734596.3","1155827.7","67.950000564936133","56.613112836800852","67.950000564936133","56.613112836800852",0,"0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"438","MF","Metropolitan Fire",NA,NA,"157100936","164334013","-","-","157100936","164334013","0","0","-","-","-","-","-","-","2343480.5700000003","2380368.73","67.037439102812783","69.037208785716146","67.037439102812783","69.037208785716146",0,"0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"439","SC","Shire Counties",NA,NA,"9998702697","10279031235.27","-","-","9998702697","10279031235.27","20496947","20124896.271604173","-","-","-","-","-","-","7764129.2999999998","7708529.0699999994","1287.8073394527316","1333.4620836125357","1287.8073394527316","1333.4620836125357",91061275.056,"11.813054634559483","0.92","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"440","CFA","Combined Fire Authorities",NA,NA,"613244545.71000004","655808457.31999993","-","-","613244545.71000004","655808457.31999993","0","0","-","-","-","-","-","-","8200269.1399999997","8571525.8100000005","74.783465669274364","76.510118718291523","74.783465669274364","76.510118718291523",0,"0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"441","PCC","Police authorities ex Met Police",NA,NA,"2706470288.3199997","3105469961.5700002","-","-","2706470288.3199997","3105469961.5700002","0","0","-","-","-","-","-","-","14739115.205","14968855.779999999","183.62501755884739","207.46208041627617","183.62501755884739","207.46208041627617",0,"0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"442",NA,"England from class figures",NA,NA,"29562579765.989998","31448380382.93956","517629080","554492405.31000042","29044950685.989998","30893887977.629562","1272413379.6713972","1255337181.5911694","17973699.566908251","18250749.929484956","98.208644938624417","98.277348105148093","34904.11","35386.579999999994","17686630.899999999","17971739.619999997","1671.4647313632806","1749.8795913970382","1642.1980449645728","1719.0260170055572",200338617.79,"11.147424902987774","0.68",NA,NA,NA,NA,NA,NA,NA,"10203","8165588.2200000007","16","363633.83999999997","8859","8253828.6699999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",NA,"Check difference from top line",NA,NA,"0.73620223999023438","7.62939453125E-6","0.34999996423721313","-3.5762786865234375E-7","0.38620376586914063","3.814697265625E-6","-0.67139720916748047","0","-2.9868777841329575E-2","0","6.6393522502039559E-7","4.2632564145606011E-14","-9.0000000003783498E-2","7.2759576141834259E-12","0","7.4505805969238281E-9","4.1624844016041607E-8","1.8189894035458565E-12","2.1835830921190791E-8","-4.5474735088646412E-13",0,"-3.5527136788005009E-15","0",NA,NA,NA,NA,NA,NA,NA,"0","-2.7939677238464355E-9","0","0","0","-3.7252902984619141E-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",NA,"(R) Revised",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",NA,"(a) Levies figures for 18/19 are missing as we do not have enough information to be able to allocate Dorset County Council's 18/19 levies to the newly formed authorities. The England total shows the total amount of levies for 18/19, including those of the precedessor areas of the newly formed authorites.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
